StartDate,EndDate,Status,IPAddress,Progress,duration,Finished,RecordedDate,ResponseId,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,paq_ddf_neg_1,paq_dif_neg_2,paq_eot_gen_3,paq_ddf_pos_4,paq_dif_pos_5,paq_eot_gen_6,paq_timer_1_First Click,paq_timer_1_Last Click,paq_timer_1_Page Submit,paq_timer_1_Click Count,paq_ddf_neg_7,paq_dif_neg_8,paq_eot_gen_9,paq_ddf_pos_10,paq_dif_pos_11,paq_eot_gen_12,paq_timer_2_First Click,paq_timer_2_Last Click,paq_timer_2_Page Submit,paq_timer_2_Click Count,paq_ddf_neg_13,paq_dif_neg_14,paq_eot_gen_15,paq_ddf_pos_16,paq_dif_pos_17,ac_paq,paq_eot_gen_18,paq_timer_3_First Click,paq_timer_3_Last Click,paq_timer_3_Page Submit,paq_timer_3_Click Count,paq_ddf_neg_19,paq_dif_neg_20,paq_eot_gen_21,paq_ddf_pos_22,paq_dif_pos_23,paq_eot_gen_24,paq_timer_4_First Click,paq_timer_4_Last Click,paq_timer_4_Page Submit,paq_timer_4_Click Count,pmerq_reappraise_eng_1,pmerq_sitmod_dis_2,pmerq_sitsel_eng_3,pmerq_sitsel_dis_4,pmerq_5,pmerq_sitsel_dis_6,pmerq_7,pmerq_8,pmerq_sitmod_eng_9,pmerq_reappraise_eng_10,pmerq_sitmod_eng_11,pmerq_reappraise_dis_12,pmerq_13,pmerq_sitsel_eng_14,pmerq_sitmod_eng_15,pmerq_16,pmerq_17,pmerq_sitsel_dis_18,pmerq_sitmod_eng_19,pmerq_20,pmerq_21,pmerq_22,pmerq_23,pmerq_24,pmerq_sitmod_dis_25,pmerq_26,pmerq_27,pmerq_28,pmerq_29,pmerq_sitmod_eng_30,pmerq_31,pmerq_32,pmerq_sitsel_dis_33,pmerq_sitmod_dis_34,pmerq_35,pmerq_sitsel_dis_36,pmerq_37,pmerq_38,pmerq_sitmod_dis_39,pmerq_sitsel_dis_40,pmerq_41,pmerq_42,pmerq_43,pmerq_sitsel_eng_44,pmerq_45,pmerq_46,pmerq_47,pmerq_sitmod_eng_48,pmerq_49,pmerq_sitsel_eng_50,pmerq_51,pmerq_52,pmerq_53,pmerq_54,pmerq_sitmod_dis_55,pmerq_56,pmerq_57,ac_pmerq,pmerq_timer_First Click,pmerq_timer_Last Click,pmerq_timer_Page Submit,pmerq_timer_Click Count,swls_1,swls_2,swls_3,swls_4,swls_5,swls_timer_First Click,swls_timer_Last Click,swls_timer_Page Submit,swls_timer_Click Count,fss_1,fss_2,fss_3,fss_4,fss_5,fss_6,fss_7,fss_8,fss_9,fss_timer_First Click,fss_timer_Last Click,fss_timer_Page Submit,fss_timer_Click Count,gad_1,gad_2,gad_3,gad_4,gad_5,gad_6,gad_7,gad_timer_First Click,gad_timer_Last Click,gad_timer_Page Submit,gad_timer_Click Count,phq_1,phq_2,phq_3,phq_4,phq_5,phq_6,phq_7,phq_8,phq_timer_First Click,phq_timer_Last Click,phq_timer_Page Submit,phq_timer_Click Count,tas_dif_1,tas_ddf_2,tas_dif_3,tas_ddf_4_r,tas_eot_5_r,tas_timer_1_First Click,tas_timer_1_Last Click,tas_timer_1_Page Submit,tas_timer_1_Click Count,tas_dif_6,tas_dif_7,tas_eot_8,tas_dif_9,tas_eot_10_r,tas_timer_2_First Click,tas_timer_2_Last Click,tas_timer_2_Page Submit,tas_timer_2_Click Count,tas_ddf_11,tas_ddf_12,tas_dif_13,tas_dif_14,ac_tas,tas_eot_15,tas_timer_3_First Click,tas_timer_3_Last Click,tas_timer_3_Page Submit,tas_timer_3_Click Count,tas_eot_16,tas_ddf_17,tas_eot_18_r,tas_eot_19_r,tas_eot_20,tas_timer_4_First Click,tas_timer_4_Last Click,tas_timer_4_Page Submit,tas_timer_4_Click Count,erq_reap_fr_1,erq_supp_fr_2,erq_reap_fr_3,erq_supp_fr_4,erq_reap_fr_5,erq_supp_fr_6,erq_reap_fr_7,erq_reap_fr_8,erq_supp_fr_9,erq_reap_fr_10,gender,gender_3_TEXT,age,academic,academic_7_TEXT,race_1,race_2,race_16,race_3,race_4,race_5,race_7,race_8,race_9,race_10,race_11,race_13,race_14,race_15,race_1_TEXT,race_2_TEXT,race_16_TEXT,race_3_TEXT,race_13_TEXT,race_14_TEXT,race_15_TEXT,pid,pool,qualtrics_name,ac_pmerq_pass,ac_tas_pass,ac_paq_pass,ac_passes,rawdatafile,paq,paq_dif,paq_ddf,paq_eot,paq_neg,paq_pos,paq_dif_neg,paq_ddf_neg,paq_dif_pos,paq_ddf_pos,tas,tas_dif,tas_ddf,tas_eot,erq_reap_fr,erq_supp_fr,gad,phq,fss,swls,pmerq_sitsel_eng,pmerq_sitmod_eng,pmerq_sitsel_dis,pmerq_sitmod_dis
2021-09-28 01:40:41,2021-09-28 02:23:09,IP Address,148.59.58.183,100,2547,True,2021-09-28 02:23:09,R_1DpurqGRnloOV94,37.393096923828125,-121.962005615234375,anonymous,EN,1,5,1,5,1,1,3,9.177,65.748,70.493,9,5,1,2,1,1,3,17.06,72.398,86.623,8,3,1,3,1,1,1,2,19.969,100.585,106.026,9,3,1,2,1,1,2,7.234,53.346,55.358,6,5,4,4,3,4,3,4,4,5,5,5,3,2,2,5,5,2,2,5,4,5,2,5,4,4,3,5,4,5,5,3,2,3,4,5,3,3,5,4,3,4,4,5,4,3,4,5,5,4,3,4,5,5,5,4,4,4,Somewhat agree,26.729,987.177,991.947,68,5,5,4,5,3,9.361,82.608,85.055,8,5,4,2,3,2,3,5,2,2,8.143,149.619,151.232,17,2,2,2,2,2,2,2,44.121,110.926,112.172,8,1,2,2,2,2,1,1,1,17.487,142.37,144.339,15,1,2,1,2,1,9.881,72.141,74.664,9,1,1,2,1,1,7.649,49.115,51.246,5,1,1,1,1,1,2,9.347,66.84,82.442,8,1,2,1,1,1,7.155,61.253,64.595,6,5,5,5,2,6,3,6,6,3,6,NA,NA,24,NA,2nd year community college,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mexican,NA,NA,NA,NA,92383,rep,emo_similarity_network_presurvey_fall2021,1,1,1,1 + 1 + 1,/Users/ashish/files/research/projects/alexithymia/emo_similarity_image_network/data/raw/fall21/emo_similarity_network_presurvey_fall2021/2021-11-27/emo_similarity_network_presurvey_fall2021.csv,50,8,20,22,20,8,4,16,4,4,25,7,8,10,34,13,14,12,28,22,13,30,17,20
2021-09-28 02:45:12,2021-09-28 03:22:09,IP Address,76.103.100.189,100,2217,True,2021-09-28 03:22:09,R_1r9fckdMf67nqYn,37.3589935302734375,-122.08660125732421875,anonymous,EN,1,3,5,5,2,2,3,8.396,234.042,235.408,7,5,3,2,3,2,2,4.88,33.479,35.483,6,3,2,3,1,2,1,3,85.35,205.69,207.343,8,5,3,3,2,2,2,5.456,81.549,82.85,6,4,4,5,6,6,5,5,4,5,5,5,5,4,4,4,5,4,4,5,5,5,4,4,3,4,4,4,3,4,4,5,5,3,3,4,5,4,5,5,5,4,5,4,4,4,4,4,5,4,5,5,5,4,5,3,4,5,Somewhat agree,24.506,846.829,847.991,63,6,6,7,7,6,8.469,25.597,26.545,6,2,2,1,1,1,1,1,1,1,6.012,118.608,119.98,11,1,1,1,1,1,1,1,3.769,24.569,26.161,7,1,1,1,1,1,1,1,1,3.488,14.792,17.321,8,2,2,1,1,3,25.318,108.091,110.594,5,2,2,1,2,1,6.469,87.05,89.023,6,4,4,2,2,1,4,4.738,122.386,122.856,9,5,1,2,2,2,5.691,75.874,80.131,6,4,6,6,5,6,6,6,7,7,6,NA,NA,20,NA,college student,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,american,NA,NA,NA,NA,NA,NA,95269,rep,emo_similarity_network_presurvey_fall2021,1,1,1,1 + 1 + 1,/Users/ashish/files/research/projects/alexithymia/emo_similarity_image_network/data/raw/fall21/emo_similarity_network_presurvey_fall2021/2021-11-27/emo_similarity_network_presurvey_fall2021.csv,68,21,24,23,29,16,13,16,8,8,45,13,12,20,35,24,7,8,11,32,18,28,28,19
2021-09-28 03:19:50,2021-09-28 03:31:13,IP Address,128.12.123.155,100,682,True,2021-09-28 03:31:14,R_2ctKjBTMnJFj4AW,37.423004150390625,-122.1638946533203125,anonymous,EN,1,5,4,6,4,3,5,4.725,20.15,21.17,6,5,5,5,3,3,4,2.475,16.57,17.63,7,5,5,4,3,3,1,5,2.118,32.666,33.811,13,3,6,3,5,4,5,4.861,21.287,22.776,8,3,5,4,3,4,6,4,4,4,4,4,4,3,3,4,4,5,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,2,3,4,3,3,3,5,1,4,4,4,4,4,4,4,4,4,4,Somewhat agree,8.671,224.936,226.074,79,3,2,2,2,4,2.755,12.068,13.375,6,5,2,4,4,5,3,5,2,3,112.382,129.375,130.672,10,4,3,3,3,2,3,2,5.486,17.992,18.755,10,3,2,3,2,1,2,1,1,12.014,31.519,33.489,12,4,4,1,4,2,2.46,17.846,18.539,6,3,4,4,4,2,1.813,14.035,15.1,7,4,4,4,4,1,5,3.723,34.13,34.903,10,4,3,2,2,3,3.423,13.835,15.475,6,4,5,3,5,5,5,5,4,4,4,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6823,psychone,emo_similarity_network_presurvey_fall2021,1,1,1,1 + 1 + 1,/Users/ashish/files/research/projects/alexithymia/emo_similarity_image_network/data/raw/fall21/emo_similarity_network_presurvey_fall2021/2021-11-27/emo_similarity_network_presurvey_fall2021.csv,103,33,33,37,38,28,20,18,13,15,67,24,19,24,25,19,20,15,33,13,14,24,23,21
2021-09-28 03:22:02,2021-09-28 03:55:14,IP Address,73.231.95.85,100,1991,True,2021-09-28 03:55:14,R_1mlTbQOZgreXX52,37.4445953369140625,-122.183502197265625,anonymous,EN,1,6,6,2,6,6,2,7.211,42.756,43.861,7,6,6,2,5,5,2,9.064,54.949,57.713,7,6,6,2,3,5,1,2,12.706,77.038,79.54,8,6,6,1,6,6,1,12.775,33.807,35.166,6,3,5,5,2,4,5,2,2,3,4,3,2,4,3,1,2,5,4,2,2,4,4,3,1,5,5,2,3,2,2,4,2,4,5,4,5,4,2,4,5,3,4,2,2,5,5,2,2,4,4,3,4,2,2,5,4,4,Disagree,18.171,822.28,823.099,67,4,3,5,3,2,7.29,31.271,38.207,5,7,7,7,7,6,6,6,5,6,5.953,60.156,61.995,16,3,2,3,2,2,2,2,4.942,48.966,50.537,7,2,2,3,4,3,2,2,2,10.319,108.376,109.388,11,4,4,5,5,2,13.228,44.23,45,6,4,4,2,2,1,6.427,27.886,29.373,5,4,1,1,4,1,2,7.884,85.659,86.721,10,4,5,4,1,4,6.574,84.499,85.447,6,2,3,2,5,3,2,3,3,3,3,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97747,rep,emo_similarity_network_presurvey_fall2021,1,1,1,1 + 1 + 1,/Users/ashish/files/research/projects/alexithymia/emo_similarity_image_network/data/raw/fall21/emo_similarity_network_presurvey_fall2021/2021-11-27/emo_similarity_network_presurvey_fall2021.csv,104,46,44,14,48,42,24,24,22,20,63,24,19,20,16,13,16,20,57,17,14,13,25,24
2021-09-28 03:58:33,2021-09-28 04:13:11,IP Address,24.23.140.52,100,877,True,2021-09-28 04:13:11,R_3POcv6AfFSt6IJm,37.437103271484375,-121.8954010009765625,anonymous,EN,1,2,2,1,6,5,7,4.199,18.077,19.178,8,1,1,6,6,5,4,3.711,21.113,21.943,8,1,1,4,5,5,1,4,12.998,33.14,33.836,9,1,1,1,5,1,1,15.921,27.577,28.456,8,3,1,2,6,2,6,1,1,5,1,4,2,2,3,5,2,5,5,5,2,2,3,2,6,4,3,1,1,4,4,1,4,4,3,1,4,4,1,1,5,1,1,3,3,1,1,3,4,4,3,3,3,2,1,4,1,1,Agree,22.215,341.859,342.582,110,3,2,2,3,1,5.676,16.967,18.217,7,6,6,6,5,3,2,2,5,2,4.919,39.109,40.037,18,2,1,1,1,1,1,1,3.448,16.282,17.319,7,1,1,1,1,1,1,1,1,3.454,34.621,38.591,10,1,2,1,3,1,6.719,18.383,19.319,5,1,1,1,1,2,95.7,104.956,106.297,6,5,1,1,1,1,3,2.161,20.756,21.433,6,3,1,5,3,1,1.15,18.899,20.44,16,1,2,1,1,1,1,1,1,1,1,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96292,rep,emo_similarity_network_presurvey_fall2021,1,1,1,1 + 1 + 1,/Users/ashish/files/research/projects/alexithymia/emo_similarity_image_network/data/raw/fall21/emo_similarity_network_presurvey_fall2021/2021-11-27/emo_similarity_network_presurvey_fall2021.csv,76,21,27,28,10,38,5,5,16,22,38,7,12,19,6,5,8,8,37,11,11,27,30,13
2021-09-28 04:03:12,2021-09-28 04:16:16,IP Address,171.66.12.223,100,783,True,2021-09-28 04:16:16,R_bvcrfo0wCV3uqGZ,37.423004150390625,-122.1638946533203125,anonymous,EN,1,4,4,6,3,4,7,8.068,72.556,73.334,15,6,4,6,3,2,5,1.83,18.09,18.845,12,6,4,7,3,3,1,6,6.226,28.102,34.187,12,5,4,6,4,3,6,3.701,28.898,29.555,11,5,5,4,5,5,6,4,5,5,5,4,2,2,4,5,5,5,6,4,4,4,4,4,5,5,4,6,5,4,4,2,2,5,5,5,5,4,3,4,5,5,4,5,3,5,4,2,4,4,6,3,5,3,3,5,5,5,Somewhat agree,9.192,342.571,342.93,108,5,2,5,3,7,2.192,13.569,16.846,7,7,2,5,6,6,6,6,5,6,2.628,25.294,26.038,19,3,3,3,3,2,2,2,2.724,18.151,19.893,12,1,1,2,3,3,1,2,1,6.657,20.448,21.165,13,4,4,1,4,2,3.639,15.55,16.208,10,1,1,2,2,3,2.524,22.931,23.73,14,4,4,1,1,1,4,1.35,37.53,44.416,7,4,3,2,2,3,5.352,23.854,25.134,10,5,5,5,5,5,6,5,5,5,5,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6862,psychone,emo_similarity_network_presurvey_fall2021,1,1,1,1 + 1 + 1,/Users/ashish/files/research/projects/alexithymia/emo_similarity_image_network/data/raw/fall21/emo_similarity_network_presurvey_fall2021/2021-11-27/emo_similarity_network_presurvey_fall2021.csv,111,28,34,49,37,25,16,21,12,13,52,11,19,22,30,21,18,14,49,22,17,26,32,24
2021-09-28 03:54:45,2021-09-28 04:21:23,IP Address,23.118.106.180,100,1597,True,2021-09-28 04:21:23,R_C4697TDg7fOZ6Cd,37.250701904296875,-121.83599853515625,anonymous,EN,1,5,2,6,2,2,4,7.344,33.129,33.738,9,2,1,2,2,1,2,3.647,43.464,45.059,13,2,1,3,1,1,1,4,4.041,51.397,52.098,10,2,1,4,1,1,1,13.202,62.784,63.811,8,5,4,5,5,5,5,5,6,6,6,6,3,3,2,3,6,6,5,2,5,6,6,6,2,5,6,6,4,5,6,5,2,4,5,5,5,6,5,6,6,6,4,6,2,6,6,3,5,4,5,1,5,5,5,2,4,5,Disagree,14.009,766.079,767.833,93,6,6,6,2,7,36.092,62.601,63.588,7,6,1,1,6,6,6,6,1,1,2.642,47.087,48.055,12,3,2,1,1,1,2,1,7.883,89.546,89.958,10,2,2,1,2,1,2,1,1,14.797,67.735,68.652,12,1,1,2,2,1,7.709,37.087,38.027,5,1,2,4,1,1,2.551,18.247,20.532,6,1,1,1,1,1,4,5.406,28.74,32.797,11,1,5,2,2,2,4.268,47.712,49.537,7,5,7,3,1,7,3,5,6,3,6,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97861,rep,emo_similarity_network_presurvey_fall2021,1,1,1,1 + 1 + 1,/Users/ashish/files/research/projects/alexithymia/emo_similarity_image_network/data/raw/fall21/emo_similarity_network_presurvey_fall2021/2021-11-27/emo_similarity_network_presurvey_fall2021.csv,53,10,17,26,16,11,5,11,5,6,36,9,10,17,32,14,11,12,34,27,14,28,30,22
2021-09-28 05:49:36,2021-09-28 06:07:10,IP Address,73.162.251.158,100,1054,True,2021-09-28 06:07:11,R_1eWTW6IbMKt6cgC,37.5625,-122.000396728515625,anonymous,EN,1,2,1,2,2,2,4,3.197,34.345,36.126,9,3,2,2,2,2,2,6.797,25.035,26.582,9,2,2,4,2,2,1,2,3.542,41.368,43.718,10,2,1,3,2,1,1,6.003,27.111,28.511,11,4,4,5,3,4,3,4,3,3,5,5,5,2,3,4,5,4,3,4,5,6,4,5,4,3,4,5,4,5,4,5,3,2,3,4,1,2,5,3,2,4,4,5,4,5,4,5,5,4,2,5,3,5,5,5,2,4,Somewhat disagree,13.987,406.828,407.599,80,5,5,5,4,5,7.879,28.783,29.871,8,7,2,5,3,5,2,5,4,3,2.986,41.086,42.187,12,1,1,2,1,1,1,1,4.164,23.816,24.968,9,2,2,2,2,2,1,2,1,3.255,42.807,43.455,15,1,1,1,2,2,5.346,20.677,21.672,7,1,1,1,1,1,2.101,11.67,13.642,5,1,3,1,1,1,3,2.799,42.846,43.867,14,3,3,1,2,3,3.859,24.455,25.575,9,5,5,7,2,6,4,6,6,4,6,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,afghan,NA,NA,97390,rep,emo_similarity_network_presurvey_fall2021,1,1,1,1 + 1 + 1,/Users/ashish/files/research/projects/alexithymia/emo_similarity_image_network/data/raw/fall21/emo_similarity_network_presurvey_fall2021/2021-11-27/emo_similarity_network_presurvey_fall2021.csv,50,13,17,20,15,15,6,9,7,8,33,7,10,16,36,15,8,14,36,24,14,25,14,18
2021-09-28 14:56:22,2021-09-28 15:22:20,IP Address,99.37.246.136,100,1558,True,2021-09-28 15:22:21,R_12xJTipJ0tuU6JR,37.3697967529296875,-121.81600189208984375,anonymous,EN,1,3,2,5,3,3,5,10.159,77.427,78.993,9,5,5,5,2,3,5,8.493,71.508,72.387,7,5,3,4,3,2,1,5,5.93,52.328,53.946,10,5,5,2,2,2,5,12.095,38.872,40.978,8,5,4,5,3,4,5,4,4,5,5,5,3,5,2,4,4,4,5,4,5,5,4,4,5,5,4,2,2,4,4,3,4,5,4,3,5,4,3,4,5,4,3,4,2,4,4,4,4,4,4,2,4,4,4,2,3,4,Disagree,10.498,754.871,756.066,63,5,6,6,6,6,6.076,34.192,35.381,9,2,2,2,2,2,2,2,2,2,3.93,36.277,39.547,12,2,1,1,1,1,1,1,10.95,27.23,31.233,7,1,1,1,1,1,1,1,1,4.297,37.633,38.91,8,2,2,1,3,2,8.292,28.544,36.395,5,2,2,4,3,2,3.229,28.824,30.875,6,3,2,2,1,1,3,4.849,61.846,63.164,9,3,4,2,2,2,6.243,29.489,31.062,5,5,6,5,2,5,4,5,5,6,5,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mexican,NA,NA,NA,NA,97765,rep,emo_similarity_network_presurvey_fall2021,1,1,1,1 + 1 + 1,/Users/ashish/files/research/projects/alexithymia/emo_similarity_image_network/data/raw/fall21/emo_similarity_network_presurvey_fall2021/2021-11-27/emo_similarity_network_presurvey_fall2021.csv,89,25,28,36,33,20,15,18,10,10,47,13,14,20,30,18,8,8,18,29,13,26,28,19
2021-09-28 16:25:42,2021-09-28 16:48:38,IP Address,98.207.102.117,100,1375,True,2021-09-28 16:48:38,R_2BmNtCW1P9Btzr0,37.3209075927734375,-121.91259765625,anonymous,EN,1,1,4,5,7,5,4,2.321,17.121,18.36,9,6,7,4,7,5,6,151.232,183.504,185.003,12,7,7,7,7,7,1,7,13.679,21.107,22.53,9,6,7,5,4,6,4,198.758,207.58,208.939,11,4,4,3,6,6,6,5,4,3,4,3,4,3,1,1,4,6,5,3,4,4,5,2,4,3,4,4,3,3,4,3,4,3,5,3,4,3,4,4,3,4,4,4,3,4,6,4,3,4,4,4,3,4,4,3,5,6,Somewhat disagree,13.463,174.532,175.484,87,3,1,1,2,1,1.112,9.427,10.145,6,5,7,6,7,7,7,7,4,7,46.466,60.958,61.633,9,3,3,3,2,1,4,4,117.875,129.981,130.766,10,2,4,2,3,3,4,4,1,3.687,26.951,28.413,11,4,3,3,3,2,2.409,12.355,13.356,8,3,4,3,5,2,167.632,177.58,178.682,9,3,4,3,3,1,4,11.036,32.015,33.302,12,5,5,2,2,4,2.236,16.604,19.59,11,5,7,6,5,5,5,4,4,7,4,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97315,rep,emo_similarity_network_presurvey_fall2021,1,1,1,1 + 1 + 1,/Users/ashish/files/research/projects/alexithymia/emo_similarity_image_network/data/raw/fall21/emo_similarity_network_presurvey_fall2021/2021-11-27/emo_similarity_network_presurvey_fall2021.csv,135,48,45,42,45,48,25,20,23,25,67,25,18,24,28,24,20,23,57,8,11,17,27,19
2021-09-28 19:39:52,2021-09-28 19:53:13,IP Address,73.158.12.54,100,800,True,2021-09-28 19:53:13,R_2dX7FEsR8VEfKlm,37.373992919921875,-121.8594970703125,anonymous,EN,1,2,2,1,2,2,3,43.466,56.934,58.901,6,2,2,1,2,2,2,33.921,47.045,49.94,6,2,2,2,2,2,1,1,3.187,22.514,23.393,10,2,2,1,2,2,1,2.797,12.961,14.054,6,6,5,6,3,6,5,5,6,6,6,6,5,4,6,4,6,5,3,6,5,6,3,6,6,2,4,5,5,6,5,4,6,4,4,5,2,3,6,4,3,5,4,6,6,4,4,6,6,4,5,6,6,6,6,6,4,5,Strongly agree,6.316,236.335,237.267,70,6,6,6,6,5,5.281,13.454,14.383,7,5,3,3,6,3,5,6,6,4,8.592,54.266,55.545,12,2,2,2,2,2,2,1,72.326,93.14,94.235,8,2,2,2,2,2,1,2,2,6.734,36.784,37.232,11,1,1,1,2,3,3.655,19.239,20.133,10,1,1,2,1,1,5.255,20.434,21.573,7,1,1,1,1,1,3,2.324,35.708,36.542,7,1,1,1,1,1,2.584,29.697,30.864,11,7,3,7,2,7,2,7,7,3,7,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mexican,NA,NA,NA,NA,97810,rep,emo_similarity_network_presurvey_fall2021,1,1,1,1 + 1 + 1,/Users/ashish/files/research/projects/alexithymia/emo_similarity_image_network/data/raw/fall21/emo_similarity_network_presurvey_fall2021/2021-11-27/emo_similarity_network_presurvey_fall2021.csv,44,16,16,12,16,16,8,8,8,8,26,7,6,13,42,10,13,15,41,29,23,33,20,21
2021-09-28 19:38:13,2021-09-28 19:57:57,IP Address,73.231.179.105,100,1183,True,2021-09-28 19:57:58,R_vJKbquL1H0pMxvr,37.385894775390625,-122.08819580078125,anonymous,EN,1,3,3,3,3,3,5,8.3,38.469,43.436,7,6,3,2,2,3,3,4.226,26.342,28.452,8,3,2,2,3,3,1,2,3.871,28.227,29.343,9,2,3,2,2,2,2,6.541,29.642,31.116,7,4,3,3,3,5,2,4,4,4,5,5,5,3,3,4,5,4,4,3,2,5,3,4,2,3,4,5,3,4,4,3,4,4,3,4,3,3,4,3,4,4,3,4,2,3,4,4,5,4,4,3,3,4,4,4,3,4,Disagree,13.777,564.438,565.972,64,4,4,5,4,2,4.601,18.978,20.141,5,6,4,6,5,6,4,2,3,4,7.536,46.458,47.327,12,2,3,3,2,1,2,2,2.947,34.504,35.823,9,1,2,1,3,1,3,1,1,25.598,74.722,75.717,11,2,2,3,2,2,31.718,50.913,54.137,5,2,2,3,2,2,3.601,58.28,59.718,6,3,5,3,2,1,3,4.491,28.754,29.81,7,2,5,2,3,3,4.628,34.566,35.51,5,6,6,4,3,6,3,2,6,4,7,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mexican,NA,NA,NA,NA,97642,rep,emo_similarity_network_presurvey_fall2021,1,1,1,1 + 1 + 1,/Users/ashish/files/research/projects/alexithymia/emo_similarity_image_network/data/raw/fall21/emo_similarity_network_presurvey_fall2021/2021-11-27/emo_similarity_network_presurvey_fall2021.csv,67,22,24,21,25,21,11,14,11,10,53,16,17,20,31,16,15,13,40,19,12,25,20,16
2021-09-28 20:44:57,2021-09-28 20:54:35,IP Address,192.145.118.238,100,578,True,2021-09-28 20:54:36,R_1gpQoZZcsoh2GLV,37.393096923828125,-121.962005615234375,anonymous,EN,1,5,5,7,2,2,6,1.961,14.421,15.532,7,6,6,5,2,2,5,1.699,13.261,14.149,10,6,5,5,2,2,1,3,1.512,17.361,17.752,12,6,5,3,2,2,5,3.789,12.697,13.616,7,3,5,1,5,4,5,3,3,5,3,5,4,5,2,6,3,5,6,4,4,3,6,3,3,5,5,4,4,4,4,3,5,6,4,3,6,5,3,5,5,3,4,3,2,3,5,4,5,4,5,2,4,2,3,2,5,4,Somewhat disagree,5.275,243.818,244.665,75,3,4,2,3,1,1.332,18.898,20.249,12,7,3,6,6,7,5,7,5,6,2.52,27.601,29.09,14,2,2,3,3,2,2,3,1.893,19.987,20.912,10,3,4,3,3,2,4,4,1,2.042,19.853,22.427,10,4,4,2,4,2,1.573,17.678,18.479,12,4,4,3,4,2,1.453,13.651,14.477,9,2,5,4,4,1,4,2.827,34.089,34.467,14,3,4,1,2,1,2.098,13.201,14.969,6,6,6,5,1,3,3,5,3,6,5,NA,nonbinary,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97354,rep,emo_similarity_network_presurvey_fall2021,1,1,1,1 + 1 + 1,/Users/ashish/files/research/projects/alexithymia/emo_similarity_image_network/data/raw/fall21/emo_similarity_network_presurvey_fall2021/2021-11-27/emo_similarity_network_presurvey_fall2021.csv,99,29,31,39,44,16,21,23,8,8,63,26,19,18,27,16,17,24,52,13,10,29,33,21
